target_arch,source_arch,seed,test_loss
mlp_3x_160x204x224,mlp_3x_120x204x408,3,0.07469238429069519
mlp_3x_160x204x224,mlp_3x_120x204x408,4,0.08365648497343063
mlp_3x_160x204x224,mlp_3x_120x204x408,5,0.08405078933238982
mlp_3x_120x204x408,mlp_3x_252x32x16,1,0.08846562826633453
mlp_3x_120x204x408,mlp_3x_252x32x16,2,0.08491320782899857
mlp_3x_120x204x408,mlp_3x_252x32x16,3,0.08829487752914429
mlp_3x_120x204x408,mlp_3x_252x32x16,4,0.09194659016132355
mlp_3x_120x204x408,mlp_3x_252x32x16,5,0.08729750603437424
mlp_3x_120x204x408,mlp_3x_248x32x92,1,0.07904672944545746
mlp_3x_120x204x408,mlp_3x_248x32x92,2,0.08607899703979492
mlp_3x_120x204x408,mlp_3x_248x32x92,3,0.08348497087955475
mlp_3x_120x204x408,mlp_3x_248x32x92,4,0.07787635022401809
mlp_3x_120x204x408,mlp_3x_248x32x92,5,0.08582788572311402
mlp_3x_120x204x408,mlp_3x_244x48x56,1,0.07904672944545746
mlp_3x_120x204x408,mlp_3x_244x48x56,2,0.08607899703979492
mlp_3x_120x204x408,mlp_3x_244x48x56,3,0.08348497087955475
mlp_3x_120x204x408,mlp_3x_244x48x56,4,0.07787635022401809
mlp_3x_120x204x408,mlp_3x_244x48x56,5,0.08582788572311402
mlp_3x_120x204x408,mlp_3x_216x120x84,1,0.08015638327598572
mlp_3x_120x204x408,mlp_3x_216x120x84,2,0.08507109441757202
mlp_3x_120x204x408,mlp_3x_216x120x84,3,0.08296741175651551
mlp_3x_120x204x408,mlp_3x_216x120x84,4,0.08354468802213669
mlp_3x_120x204x408,mlp_3x_216x120x84,5,0.08291966316699982
mlp_3x_120x204x408,mlp_3x_188x192x112,1,0.08015638327598572
mlp_3x_120x204x408,mlp_3x_188x192x112,2,0.08507109441757202
mlp_3x_120x204x408,mlp_3x_188x192x112,3,0.08296741175651551
mlp_3x_120x204x408,mlp_3x_188x192x112,4,0.08354468802213669
mlp_3x_120x204x408,mlp_3x_188x192x112,5,0.08291966316699982
mlp_3x_120x204x408,mlp_3x_160x264x140,1,0.083525416970253
mlp_3x_120x204x408,mlp_3x_160x264x140,2,0.08368482780456543
mlp_3x_120x204x408,mlp_3x_160x264x140,3,0.08568660433292388
mlp_3x_120x204x408,mlp_3x_160x264x140,4,0.08426405749320984
mlp_3x_120x204x408,mlp_3x_160x264x140,5,0.08402088148593903
mlp_3x_120x204x408,mlp_3x_160x204x224,1,0.08972798005342483
mlp_3x_120x204x408,mlp_3x_160x204x224,2,0.08132527441978454
mlp_3x_120x204x408,mlp_3x_160x204x224,3,0.08622467753887177
mlp_3x_120x204x408,mlp_3x_160x204x224,4,0.08205337407588958
mlp_3x_120x204x408,mlp_3x_160x204x224,5,0.08155060448646545
mlp_3x_120x204x408,mlp_3x_120x204x408,1,0.08448744525909424
mlp_3x_120x204x408,mlp_3x_120x204x408,2,0.08412042965888977
mlp_3x_120x204x408,mlp_3x_120x204x408,3,0.08402315708398819
mlp_3x_120x204x408,mlp_3x_120x204x408,4,0.08224352836608886
mlp_3x_120x204x408,mlp_3x_120x204x408,5,0.08651487970352173
